origin_airport;destination_airport_icao;destination_airport_iata;destination_airport_name;destination_airport_shortName;destination_airport_municipalityName;destination_airport_location;destination_airport_countryCode;daily_flights;0;1;2;3;4;5;6;7;8;9
LFBD;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;2.14;LFBD;BOD;Bordeaux-Merignac (BA 106) Airport;Bordeaux/Merignac;Nouvelle-Aquitaine;FR;44.8283004761;-0.7155560255;Europe/Paris;
LFBD;GMMX;RAK;Menara, Marrakech;Menara;Marrakech;{'lat': 31.6069, 'lon': -8.036299};MA;2.14;LFBD;BOD;Bordeaux-Merignac (BA 106) Airport;Bordeaux/Merignac;Nouvelle-Aquitaine;FR;44.8283004761;-0.7155560255;Europe/Paris;
LFBD;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;1.86;LFBD;BOD;Bordeaux-Merignac (BA 106) Airport;Bordeaux/Merignac;Nouvelle-Aquitaine;FR;44.8283004761;-0.7155560255;Europe/Paris;
LFBD;LFMN;NCE;Nice-Cï¿½te d'Azur, Nice;Cï¿½te d'Azur;Nice;{'lat': 43.6584, 'lon': 7.215869};FR;1.86;LFBD;BOD;Bordeaux-Merignac (BA 106) Airport;Bordeaux/Merignac;Nouvelle-Aquitaine;FR;44.8283004761;-0.7155560255;Europe/Paris;
LFBD;LFQQ;LIL;Lille-Lesquin, Lille/Lesquin;Lille-Lesquin;Lille/Lesquin;{'lat': 50.5619, 'lon': 3.08944};FR;1.43;LFBD;BOD;Bordeaux-Merignac (BA 106) Airport;Bordeaux/Merignac;Nouvelle-Aquitaine;FR;44.8283004761;-0.7155560255;Europe/Paris;
LFBD;LPPR;OPO;Francisco de Sï¿½ Carneiro, Porto;Francisco de Sï¿½ Carneiro;Porto;{'lat': 41.2481, 'lon': -8.681389};PT;1.29;LFBD;BOD;Bordeaux-Merignac (BA 106) Airport;Bordeaux/Merignac;Nouvelle-Aquitaine;FR;44.8283004761;-0.7155560255;Europe/Paris;
LFBD;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bï¿½le/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bï¿½le/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;0.86;LFBD;BOD;Bordeaux-Merignac (BA 106) Airport;Bordeaux/Merignac;Nouvelle-Aquitaine;FR;44.8283004761;-0.7155560255;Europe/Paris;
LFBD;GCTS;TFS;Tenerife South, Tenerife Island;Tenerife South;Tenerife Island;{'lat': 28.0445, 'lon': -16.5725};ES;0.86;LFBD;BOD;Bordeaux-Merignac (BA 106) Airport;Bordeaux/Merignac;Nouvelle-Aquitaine;FR;44.8283004761;-0.7155560255;Europe/Paris;
LFBD;GCRR;ACE;Lanzarote, Lanzarote Island;Lanzarote;Lanzarote Island;{'lat': 28.9455, 'lon': -13.605199};ES;0.43;LFBD;BOD;Bordeaux-Merignac (BA 106) Airport;Bordeaux/Merignac;Nouvelle-Aquitaine;FR;44.8283004761;-0.7155560255;Europe/Paris;
LFBD;EGCC;MAN;Manchester, Manchester;Manchester;EGCC;{'lat': 53.3537, 'lon': -2.27495};GB;0.43;LFBD;BOD;Bordeaux-Merignac (BA 106) Airport;Bordeaux/Merignac;Nouvelle-Aquitaine;FR;44.8283004761;-0.7155560255;Europe/Paris;
LFBD;EKCH;CPH;Copenhagen Kastrup, Copenhagen;Kastrup;Copenhagen;{'lat': 55.6179, 'lon': 12.656};DK;0.29;LFBD;BOD;Bordeaux-Merignac (BA 106) Airport;Bordeaux/Merignac;Nouvelle-Aquitaine;FR;44.8283004761;-0.7155560255;Europe/Paris;
LFBD;LIMC;MXP;Malpensa, Milan;Malpensa;Milan;{'lat': 45.6306, 'lon': 8.72811};IT;0.29;LFBD;BOD;Bordeaux-Merignac (BA 106) Airport;Bordeaux/Merignac;Nouvelle-Aquitaine;FR;44.8283004761;-0.7155560255;Europe/Paris;
LFBO;LFPO;ORY;Paris-Orly, Paris;Orly;Paris;{'lat': 48.7253, 'lon': 2.35944};FR;23.43;LFBO;TLS;Toulouse-Blagnac Airport;Toulouse/Blagnac;Occitanie;FR;43.6291007996;1.3638199568;Europe/Paris;
LFBO;LFLL;LYS;Lyon Saint-Exupï¿½ry, Lyon;Saint-Exupï¿½ry;Lyon;{'lat': 45.7264, 'lon': 5.090829};FR;4.71;LFBO;TLS;Toulouse-Blagnac Airport;Toulouse/Blagnac;Occitanie;FR;43.6291007996;1.3638199568;Europe/Paris;
LFBO;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;3.14;LFBO;TLS;Toulouse-Blagnac Airport;Toulouse/Blagnac;Occitanie;FR;43.6291007996;1.3638199568;Europe/Paris;
LFBO;LFRS;NTE;Nantes Atlantique, Nantes;Atlantique;Nantes;{'lat': 47.1532, 'lon': -1.61073};FR;2.86;LFBO;TLS;Toulouse-Blagnac Airport;Toulouse/Blagnac;Occitanie;FR;43.6291007996;1.3638199568;Europe/Paris;
LFBO;LFQQ;LIL;Lille-Lesquin, Lille/Lesquin;Lille-Lesquin;Lille/Lesquin;{'lat': 50.5619, 'lon': 3.08944};FR;2.57;LFBO;TLS;Toulouse-Blagnac Airport;Toulouse/Blagnac;Occitanie;FR;43.6291007996;1.3638199568;Europe/Paris;
LFBO;LFMN;NCE;Nice-Cï¿½te d'Azur, Nice;Cï¿½te d'Azur;Nice;{'lat': 43.6584, 'lon': 7.215869};FR;1.86;LFBO;TLS;Toulouse-Blagnac Airport;Toulouse/Blagnac;Occitanie;FR;43.6291007996;1.3638199568;Europe/Paris;
LFBO;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;1.57;LFBO;TLS;Toulouse-Blagnac Airport;Toulouse/Blagnac;Occitanie;FR;43.6291007996;1.3638199568;Europe/Paris;
LFBO;GMMX;RAK;Menara, Marrakech;Menara;Marrakech;{'lat': 31.6069, 'lon': -8.036299};MA;1.43;LFBO;TLS;Toulouse-Blagnac Airport;Toulouse/Blagnac;Occitanie;FR;43.6291007996;1.3638199568;Europe/Paris;
LFBO;LFRN;RNS;Rennes-Saint-Jacques, Rennes/Saint-Jacques;Rennes-Saint-Jacques;Rennes/Saint-Jacques;{'lat': 48.0695, 'lon': -1.734789};FR;1.43;LFBO;TLS;Toulouse-Blagnac Airport;Toulouse/Blagnac;Occitanie;FR;43.6291007996;1.3638199568;Europe/Paris;
LFBO;LPPR;OPO;Francisco de Sï¿½ Carneiro, Porto;Francisco de Sï¿½ Carneiro;Porto;{'lat': 41.2481, 'lon': -8.681389};PT;1.29;LFBO;TLS;Toulouse-Blagnac Airport;Toulouse/Blagnac;Occitanie;FR;43.6291007996;1.3638199568;Europe/Paris;
LFBO;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;1.0;LFBO;TLS;Toulouse-Blagnac Airport;Toulouse/Blagnac;Occitanie;FR;43.6291007996;1.3638199568;Europe/Paris;
LFBO;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bï¿½le/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bï¿½le/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;0.6;LFBO;TLS;Toulouse-Blagnac Airport;Toulouse/Blagnac;Occitanie;FR;43.6291007996;1.3638199568;Europe/Paris;
LFBO;EGGD;BRS;Bristol, Bristol;Bristol;EGGD;{'lat': 51.3827, 'lon': -2.719089};GB;0.57;LFBO;TLS;Toulouse-Blagnac Airport;Toulouse/Blagnac;Occitanie;FR;43.6291007996;1.3638199568;Europe/Paris;
LFBZ;LFPG;CDG;Charles de Gaulle, Paris;Charles de Gaulle;Paris;{'lat': 49.0128, 'lon': 2.549999};FR;2.86;LFBZ;BIQ;Biarritz-Anglet-Bayonne Airport;Biarritz/Anglet/Bayonne;Nouvelle-Aquitaine;FR;43.4683990479;-1.5233199596;Europe/Paris;
LFLL;LFBD;BOD;Bordeaux-Mï¿½rignac, Bordeaux/Mï¿½rignac;Bordeaux-Mï¿½rignac;Bordeaux/Mï¿½rignac;{'lat': 44.8283, 'lon': -0.715556};FR;4.86;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLL;LFRS;NTE;Nantes Atlantique, Nantes;Atlantique;Nantes;{'lat': 47.1532, 'lon': -1.61073};FR;4.71;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLL;LFBO;TLS;Toulouse-Blagnac, Toulouse-Blagnac;Toulouse-Blagnac;LFBO;{'lat': 43.6291, 'lon': 1.363819};FR;4.67;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLL;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;4.14;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLL;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;3.0;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLL;LFRB;BES;Brest Bretagne, Brest/Guipavas;Brest Bretagne;Brest/Guipavas;{'lat': 48.4479, 'lon': -4.41854};FR;2.71;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLL;LPPR;OPO;Francisco de Sï¿½ Carneiro, Porto;Francisco de Sï¿½ Carneiro;Porto;{'lat': 41.2481, 'lon': -8.681389};PT;2.43;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLL;LFRN;RNS;Rennes-Saint-Jacques, Rennes/Saint-Jacques;Rennes-Saint-Jacques;Rennes/Saint-Jacques;{'lat': 48.0695, 'lon': -1.734789};FR;2.43;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLL;LIRF;FCO;Leonardo da Vinciï¿½Fiumicino, Rome;Leonardo da Vinciï¿½Fiumicino;Rome;{'lat': 41.8045, 'lon': 12.2508};IT;2.14;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLL;GMMX;RAK;Menara, Marrakech;Menara;Marrakech;{'lat': 31.6069, 'lon': -8.036299};MA;1.71;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLL;LEBL;BCN;Barcelona, Barcelona;Barcelona;LEBL;{'lat': 41.2971, 'lon': 2.078459};ES;1.57;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLL;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;1.43;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLL;LIPZ;VCE;Venice Marco Polo, Venice;Marco Polo;Venice;{'lat': 45.5053, 'lon': 12.3519};IT;1.14;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLL;GMAD;AGA;Al Massira, Agadir;Al Massira;Agadir;{'lat': 30.325, 'lon': -9.413069};MA;0.71;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLL;LPFR;FAO;Faro, Faro;Faro;LPFR;{'lat': 37.0144, 'lon': -7.965909};PT;0.57;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLL;GCFV;FUE;Fuerteventura, Fuerteventura Island;Fuerteventura;Fuerteventura Island;{'lat': 28.4527, 'lon': -13.8638};ES;0.57;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLL;EGAA;BFS;Belfast, Belfast;Belfast;EGAA;{'lat': 54.6575, 'lon': -6.215829};GB;0.43;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLL;EGGD;BRS;Bristol, Bristol;Bristol;EGGD;{'lat': 51.3827, 'lon': -2.719089};GB;0.43;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLL;LPMA;FNC;Madeira, Funchal;Madeira;Funchal;{'lat': 32.6979, 'lon': -16.7745};PT;0.43;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLL;GCRR;ACE;Lanzarote, Lanzarote Island;Lanzarote;Lanzarote Island;{'lat': 28.9455, 'lon': -13.605199};ES;0.43;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLL;EKCH;CPH;Copenhagen Kastrup, Copenhagen;Kastrup;Copenhagen;{'lat': 55.6179, 'lon': 12.656};DK;0.29;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLL;EGCC;MAN;Manchester, Manchester;Manchester;EGCC;{'lat': 53.3537, 'lon': -2.27495};GB;0.29;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLL;LIRN;NAP;Naples, Nï¿½poli;Naples;Nï¿½poli;{'lat': 40.886, 'lon': 14.2908};IT;0.29;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLL;EGPH;EDI;Edinburgh, Edinburgh;Edinburgh;EGPH;{'lat': 55.95, 'lon': -3.372499};GB;0.14;LFLL;LYS;Lyon Saint-Exupery Airport;Lyon;Auvergne-Rhone-Alpes;FR;45.726398468;5.0908298492;Europe/Paris;
LFLS;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;1.71;LFLS;GNB;Grenoble-Isere Airport;Grenoble/Saint-Geoirs;Auvergne-Rhone-Alpes;FR;45.3628997803;5.3293700218;Europe/Paris;
LFLS;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;0.57;LFLS;GNB;Grenoble-Isere Airport;Grenoble/Saint-Geoirs;Auvergne-Rhone-Alpes;FR;45.3628997803;5.3293700218;Europe/Paris;
LFLS;EGGD;BRS;Bristol, Bristol;Bristol;EGGD;{'lat': 51.3827, 'lon': -2.719089};GB;0.43;LFLS;GNB;Grenoble-Isere Airport;Grenoble/Saint-Geoirs;Auvergne-Rhone-Alpes;FR;45.3628997803;5.3293700218;Europe/Paris;
LFLS;EGGP;LPL;Liverpool John Lennon, Liverpool;John Lennon;Liverpool;{'lat': 53.3336, 'lon': -2.84972};GB;0.14;LFLS;GNB;Grenoble-Isere Airport;Grenoble/Saint-Geoirs;Auvergne-Rhone-Alpes;FR;45.3628997803;5.3293700218;Europe/Paris;
LFML;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;3.43;LFML;MRS;Marseille Provence Airport;Marseille;Provence-Alpes-Cote-d'Azur;FR;43.439271922;5.2214241028;Europe/Paris;
LFML;LFBD;BOD;Bordeaux-Mï¿½rignac, Bordeaux/Mï¿½rignac;Bordeaux-Mï¿½rignac;Bordeaux/Mï¿½rignac;{'lat': 44.8283, 'lon': -0.715556};FR;2.71;LFML;MRS;Marseille Provence Airport;Marseille;Provence-Alpes-Cote-d'Azur;FR;43.439271922;5.2214241028;Europe/Paris;
LFML;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;1.0;LFML;MRS;Marseille Provence Airport;Marseille;Provence-Alpes-Cote-d'Azur;FR;43.439271922;5.2214241028;Europe/Paris;
LFML;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bï¿½le/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bï¿½le/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;0.29;LFML;MRS;Marseille Provence Airport;Marseille;Provence-Alpes-Cote-d'Azur;FR;43.439271922;5.2214241028;Europe/Paris;
LFMN;LFPO;ORY;Paris-Orly, Paris;Orly;Paris;{'lat': 48.7253, 'lon': 2.35944};FR;23.07;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;LFPG;CDG;Charles de Gaulle, Paris;Charles de Gaulle;Paris;{'lat': 49.0128, 'lon': 2.549999};FR;8.29;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;4.14;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;EHAM;AMS;Amsterdam Schiphol, Amsterdam;Schiphol;Amsterdam;{'lat': 52.3086, 'lon': 4.763889};NL;3.3;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;LIRF;FCO;Leonardo da Vinciï¿½Fiumicino, Rome;Leonardo da Vinciï¿½Fiumicino;Rome;{'lat': 41.8045, 'lon': 12.2508};IT;3.14;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;EBBR;BRU;Brussels, Brussels;Brussels;EBBR;{'lat': 50.9014, 'lon': 4.484439};BE;2.86;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;2.57;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;2.43;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;LEBL;BCN;Barcelona, Barcelona;Barcelona;LEBL;{'lat': 41.2971, 'lon': 2.078459};ES;2.29;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;LFQQ;LIL;Lille-Lesquin, Lille/Lesquin;Lille-Lesquin;Lille/Lesquin;{'lat': 50.5619, 'lon': 3.08944};FR;2.29;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;LFRS;NTE;Nantes Atlantique, Nantes;Atlantique;Nantes;{'lat': 47.1532, 'lon': -1.61073};FR;2.14;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;LFBD;BOD;Bordeaux-Mï¿½rignac, Bordeaux/Mï¿½rignac;Bordeaux-Mï¿½rignac;Bordeaux/Mï¿½rignac;{'lat': 44.8283, 'lon': -0.715556};FR;1.86;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;LFBO;TLS;Toulouse-Blagnac, Toulouse-Blagnac;Toulouse-Blagnac;LFBO;{'lat': 43.6291, 'lon': 1.363819};FR;1.86;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bï¿½le/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bï¿½le/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;1.57;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;LIRN;NAP;Naples, Nï¿½poli;Naples;Nï¿½poli;{'lat': 40.886, 'lon': 14.2908};IT;1.29;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;GMMX;RAK;Menara, Marrakech;Menara;Marrakech;{'lat': 31.6069, 'lon': -8.036299};MA;1.14;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;1.07;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;LPPR;OPO;Francisco de Sï¿½ Carneiro, Porto;Francisco de Sï¿½ Carneiro;Porto;{'lat': 41.2481, 'lon': -8.681389};PT;1.0;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;LFRN;RNS;Rennes-Saint-Jacques, Rennes/Saint-Jacques;Rennes-Saint-Jacques;Rennes/Saint-Jacques;{'lat': 48.0695, 'lon': -1.734789};FR;0.86;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;LIPZ;VCE;Venice Marco Polo, Venice;Marco Polo;Venice;{'lat': 45.5053, 'lon': 12.3519};IT;0.57;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;EDDB;BER;Berlin Brandenburg, Berlin;Brandenburg;Berlin;{'lat': 52.35139, 'lon': 13.493889};DE;0.43;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;EGGD;BRS;Bristol, Bristol;Bristol;EGGD;{'lat': 51.3827, 'lon': -2.719089};GB;0.29;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;EGCC;MAN;Manchester, Manchester;Manchester;EGCC;{'lat': 53.3537, 'lon': -2.27495};GB;0.29;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;LLBG;TLV;Ben Gurion, Tel Aviv Yafo;Ben Gurion;Tel Aviv Yafo;{'lat': 32.0114, 'lon': 34.8867};IL;0.29;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMN;GCTS;TFS;Tenerife South, Tenerife Island;Tenerife South;Tenerife Island;{'lat': 28.0445, 'lon': -16.5725};ES;0.14;LFMN;NCE;Nice-Cote d'Azur Airport;Nice;Provence-Alpes-Cote-d'Azur;FR;43.6584014893;7.2158699036;Europe/Paris;
LFMT;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;1.0;LFMT;MPL;Montpellier-Mediterranee Airport;Montpellier/Mediterranee;Occitanie;FR;43.5761985779;3.9630100727;Europe/Paris;
LFMT;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bï¿½le/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bï¿½le/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;0.29;LFMT;MPL;Montpellier-Mediterranee Airport;Montpellier/Mediterranee;Occitanie;FR;43.5761985779;3.9630100727;Europe/Paris;
LFOB;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;1.86;LFOB;BVA;Paris Beauvais Tille Airport;Beauvais/Tille;Hauts-de-France;FR;49.4543991089;2.1127800941;Europe/Paris;
LFPG;LFMN;NCE;Nice-Cï¿½te d'Azur, Nice;Cï¿½te d'Azur;Nice;{'lat': 43.6584, 'lon': 7.215869};FR;9.16;LFPG;CDG;Charles de Gaulle International Airport;Paris;Ile-de-France;FR;49.0127983093;2.5499999523;Europe/Paris;
LFPG;LIML;LIN;Linate, Milan;Linate;Milan;{'lat': 45.4451, 'lon': 9.27674};IT;9.14;LFPG;CDG;Charles de Gaulle International Airport;Paris;Ile-de-France;FR;49.0127983093;2.5499999523;Europe/Paris;
LFPG;LIMC;MXP;Malpensa, Milan;Malpensa;Milan;{'lat': 45.6306, 'lon': 8.72811};IT;9.05;LFPG;CDG;Charles de Gaulle International Airport;Paris;Ile-de-France;FR;49.0127983093;2.5499999523;Europe/Paris;
LFPG;LEBL;BCN;Barcelona, Barcelona;Barcelona;LEBL;{'lat': 41.2971, 'lon': 2.078459};ES;9.0;LFPG;CDG;Charles de Gaulle International Airport;Paris;Ile-de-France;FR;49.0127983093;2.5499999523;Europe/Paris;
LFPG;EKCH;CPH;Copenhagen Kastrup, Copenhagen;Kastrup;Copenhagen;{'lat': 55.6179, 'lon': 12.656};DK;8.43;LFPG;CDG;Charles de Gaulle International Airport;Paris;Ile-de-France;FR;49.0127983093;2.5499999523;Europe/Paris;
LFPG;LEMD;MAD;Adolfo Suï¿½rez Madridï¿½Barajas, Madrid;Adolfo Suï¿½rez ï¿½Barajas;Madrid;{'lat': 40.4936, 'lon': -3.56676};ES;8.14;LFPG;CDG;Charles de Gaulle International Airport;Paris;Ile-de-France;FR;49.0127983093;2.5499999523;Europe/Paris;
LFPG;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;7.0;LFPG;CDG;Charles de Gaulle International Airport;Paris;Ile-de-France;FR;49.0127983093;2.5499999523;Europe/Paris;
LFPG;EDDB;BER;Berlin Brandenburg, Berlin;Brandenburg;Berlin;{'lat': 52.35139, 'lon': 13.493889};DE;6.71;LFPG;CDG;Charles de Gaulle International Airport;Paris;Ile-de-France;FR;49.0127983093;2.5499999523;Europe/Paris;
