origin_airport_icao,origin_airport_iata,origin_airport_name,origin_city,region,country_code,origin_lat,origin_long,timezone,destination_airport_icao,destination_airport_iata,destination_airport_name,destination_airport_shortName,destination_airport_municipalityName,dest_lat,dest_long,destination_airport_countryCode,daily_flights,flight_time,co2,distance(km)
EGPH,EDI,Edinburgh Airport,Edinburgh,Scotland,GB,55.95000076,-3.372499943,Europe/London,EPKK,KRK,John Paul II   Krak?w-Balice,Krak?w,John Paul II   -Balice,50.0777,19.7848,PL,1.14,02:40:00,132389.63004187268,1675.8181017958566
EGPH,EDI,Edinburgh Airport,Edinburgh,Scotland,GB,55.95000076,-3.372499943,Europe/London,LPPT,LIS,Lisbon Portela,Lisbon,Portela,38.7813,-9.135919,PT,0.86,03:10:00,154532.47485279632,1956.1072766176749
EGPH,EDI,Edinburgh Airport,Edinburgh,Scotland,GB,55.95000076,-3.372499943,Europe/London,LIMC,MXP,Malpensa,Milan,Malpensa,45.6306,8.72811,IT,0.71,02:25:00,112651.4183212086,1425.967320521628
EGPH,EDI,Edinburgh Airport,Edinburgh,Scotland,GB,55.95000076,-3.372499943,Europe/London,LFSB,BSL,Euro Basel-Mulhouse-Freiburg,B?le/Mulhouse,Euro Basel-Mulhouse-Freiburg,47.5896,7.52991,FR,0.57,02:05:00,94296.06815319756,1193.6211158632602
EGPH,EDI,Edinburgh Airport,Edinburgh,Scotland,GB,55.95000076,-3.372499943,Europe/London,EDDH,HAM,Hamburg,Hamburg,Hamburg,53.6304,9.988229,DE,0.57,01:45:00,70766.07141238719,895.7730558530023
EGPH,EDI,Edinburgh Airport,Edinburgh,Scotland,GB,55.95000076,-3.372499943,Europe/London,LFLS,GNB,Grenoble-Is?re,Grenoble/Saint-Geoirs,Grenoble-Is?re,45.3629,5.32937,FR,0.45,02:05:00,104785.65739035982,1326.4007264602508
EGPH,EDI,Edinburgh Airport,Edinburgh,Scotland,GB,55.95000076,-3.372499943,Europe/London,EDDM,MUC,Munich,Munich,Munich,48.3538,11.7861,DE,0.29,02:15:00,105326.50259734214,1333.2468683207867
EGPH,EDI,Edinburgh Airport,Edinburgh,Scotland,GB,55.95000076,-3.372499943,Europe/London,LIRN,NAP,Naples,N?poli,Naples,40.886,14.2908,IT,0.29,03:15:00,166840.1361655211,2111.9004577914066
EGPH,EDI,Edinburgh Airport,Edinburgh,Scotland,GB,55.95000076,-3.372499943,Europe/London,LCPH,PFO,Paphos,Paphos,Paphos,34.718,32.4857,CY,0.29,05:05:00,284469.79525470245,3600.88348423674
EGPH,EDI,Edinburgh Airport,Edinburgh,Scotland,GB,55.95000076,-3.372499943,Europe/London,LFLL,LYS,Lyon Saint-Exup?ry,Lyon,Saint-Exup?ry,45.7264,5.090829,FR,0.14,02:15:00,101271.16540343991,1281.9134861194925
EGSS,STN,London Stansted Airport,London,England,GB,51.88499832,0.234999999,Europe/London,EGPH,EDI,Edinburgh,Edinburgh,EGPH,55.95,-3.372499,GB,6.14,01:15:00,40338.34319780941,510.6119392127773
EGSS,STN,London Stansted Airport,London,England,GB,51.88499832,0.234999999,Europe/London,EGAA,BFS,Belfast,Belfast,EGAA,54.6575,-6.215829,GB,2.15,01:15:00,41808.045342618876,529.2157638306187
EGSS,STN,London Stansted Airport,London,England,GB,51.88499832,0.234999999,Europe/London,EGPF,GLA,Glasgow,Glasgow,EGPF,55.8719,-4.43306,GB,1.43,01:15:00,42607.30996700144,539.3330375569802
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,EKCH,CPH,Copenhagen Kastrup,Copenhagen,Kastrup,55.6179,12.656,DK,12.61,01:20:00,50163.98104355963,634.9871018172105
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,EGKK,LGW,London Gatwick,London,Gatwick,51.1481,-0.190277,GB,8.0,01:15:00,28894.07928609519,365.7478390644961
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,EDDB,BER,Berlin Brandenburg,Berlin,Brandenburg,52.35139,13.493889,DE,7.86,01:20:00,47020.64458279646,595.1980326936261
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,EGCC,MAN,Manchester,Manchester,Manchester,53.3537,-2.27495,GB,7.86,01:20:00,38570.45198938123,488.2335694858384
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,LIRF,FCO,Leonardo da Vinci?Fiumicino,Rome,Leonardo da Vinci?Fiumicino,41.8045,12.2508,IT,7.85,02:10:00,102484.4810244632,1297.2719117020658
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,LPPT,LIS,Lisbon Portela,Lisbon,Portela,38.7813,-9.135919,PT,7.43,03:00:00,145950.00493208942,1847.4684168618912
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,LSGG,GVA,Geneva Cointrin,Geneva,Cointrin,46.2381,6.10895,CH,7.14,01:30:00,53890.2758726279,682.1553907927582
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,LIML,LIN,Linate,Milan,Linate,45.4451,9.27674,IT,6.34,01:45:00,65692.68472858782,831.552971247947
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,EGGW,LTN,London Luton,London,Luton,51.8747,-0.368333,GB,5.57,01:10:00,28042.710535512873,354.9710194368718
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,EGPH,EDI,Edinburgh,Edinburgh,Edinburgh,55.95,-3.372499,GB,5.44,01:30:00,52772.80124188921,668.010142302395
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,LEMG,AGP,M?laga,M?laga,M?laga,36.6749,-4.49911,ES,4.86,03:00:00,148786.63087151258,1883.375074322944
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,EGGD,BRS,Bristol,Bristol,Bristol,51.3827,-2.719089,GB,4.57,01:15:00,41523.72614616684,525.6167866603397
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,LKPR,PRG,Ruzyn,Prague,Ruzyn,50.1008,14.26,CZ,4.57,01:30:00,55853.85766475028,707.0108565158263
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,EGPF,GLA,Glasgow,Glasgow,Glasgow,55.8719,-4.43306,GB,4.29,01:35:00,56867.04685178627,719.8360360985604
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,LIMC,MXP,Malpensa,Milan,Malpensa,45.6306,8.72811,IT,4.29,01:45:00,62966.69725241449,797.0468006634745
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,LLBG,TLV,Ben Gurion,Tel Aviv Yafo,Ben Gurion,32.0114,34.8867,IL,4.29,04:30:00,261884.6009618177,3314.9949488837683
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,LIPZ,VCE,Venice Marco Polo,Venice,Marco Polo,45.5053,12.3519,IT,4.14,01:45:00,74099.389216862,937.9669521121771
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,LFSB,BSL,Euro Basel-Mulhouse-Freiburg,B?le/Mulhouse,Euro Basel-Mulhouse-Freiburg,47.5896,7.52991,FR,4.0,01:15:00,44324.094977874294,561.0644933908138
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,LEAL,ALC,Alicante,Alicante,Alicante,38.2822,-0.558156,ES,3.71,02:40:00,127400.85468649675,1612.669046664516
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,LFMN,NCE,Nice-C?te d'Azur,Nice,C?te d'Azur,43.6584,7.215869,FR,3.29,01:55:00,77334.76537231199,978.921080662177
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,GCLP,LPA,Gran Canaria,Gran Canaria Island,Gran Canaria,27.9319,-15.386599,ES,3.0,04:45:00,251356.65183318465,3181.729770040312
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,GCTS,TFS,Tenerife South,Tenerife Island,Tenerife South,28.0445,-16.5725,ES,2.43,04:55:00,254632.37160382717,3223.194577263635
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,LIRN,NAP,Naples,N?poli,Naples,40.886,14.2908,IT,2.14,02:25:00,115482.04183404612,1461.797997899318
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,EGSS,STN,London Stansted,London,Stansted,51.885,0.234999,GB,1.86,01:05:00,24795.61725370172,313.86857283166734
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,LPFR,FAO,Faro,Faro,Faro,37.0144,-7.965909,PT,1.71,03:10:00,155648.64482430398,1970.2360104342276
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,GCRR,ACE,Lanzarote,Lanzarote Island,Lanzarote,28.9455,-13.605199,ES,1.43,04:30:00,237383.61681372472,3004.85590903449
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,GMMX,RAK,Menara,Marrakech,Menara,31.6069,-8.036299,MA,1.14,03:50:00,199371.52106837914,2523.690140106065
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,GCFV,FUE,Fuerteventura,Fuerteventura Island,Fuerteventura,28.4527,-13.8638,ES,1.0,04:35:00,242137.78643383944,3065.0352713144234
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,EGAA,BFS,Belfast,Belfast,Belfast,54.6575,-6.215829,GB,0.71,01:40:00,61095.94313224981,773.3663687626558
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,North Holland,NL,52.30860138,4.76388979,Europe/Amsterdam,LIME,BGY,Orio al Serio,Bergamo,Orio al Serio,45.6739,9.70417,IT,0.43,01:50:00,64874.16150366767,821.1919177679451
EKCH,CPH,Copenhagen Kastrup Airport,Copenhagen,Capital-Region,DK,55.61790085,12.65600014,Europe/Copenhagen,EHAM,AMS,Amsterdam Schiphol,Amsterdam,Schiphol,52.3086,4.763889,NL,13.14,01:25:00,50163.98104355963,634.9871018172105
EKCH,CPH,Copenhagen Kastrup Airport,Copenhagen,Capital-Region,DK,55.61790085,12.65600014,Europe/Copenhagen,LFPG,CDG,Charles de Gaulle,Paris,Charles de Gaulle,49.0128,2.549999,FR,7.59,02:00:00,79440.82813231924,1005.5801029407498
EKCH,CPH,Copenhagen Kastrup Airport,Copenhagen,Capital-Region,DK,55.61790085,12.65600014,Europe/Copenhagen,EGKK,LGW,London Gatwick,London,Gatwick,51.1481,-0.190277,GB,7.44,02:05:00,77958.62493895297,986.8180372019364
EKCH,CPH,Copenhagen Kastrup Airport,Copenhagen,Capital-Region,DK,55.61790085,12.65600014,Europe/Copenhagen,LSGG,GVA,Geneva Cointrin,Geneva,Cointrin,46.2381,6.10895,CH,3.86,02:05:00,90002.06427517466,1139.266636394616
EKCH,CPH,Copenhagen Kastrup Airport,Copenhagen,Capital-Region,DK,55.61790085,12.65600014,Europe/Copenhagen,LIMC,MXP,Malpensa,Milan,Malpensa,45.6306,8.72811,IT,3.72,02:05:00,90435.9222803621,1144.7585098780012
EKCH,CPH,Copenhagen Kastrup Airport,Copenhagen,Capital-Region,DK,55.61790085,12.65600014,Europe/Copenhagen,EDDB,BER,Berlin Brandenburg,Berlin,Brandenburg,52.35139,13.493889,DE,3.57,01:00:00,28959.95444902679,366.5817018864151
EKCH,CPH,Copenhagen Kastrup Airport,Copenhagen,Capital-Region,DK,55.61790085,12.65600014,Europe/Copenhagen,EGCC,MAN,Manchester,Manchester,Manchester,53.3537,-2.27495,GB,3.43,02:00:00,78824.49034328254,997.7783587757283
EKCH,CPH,Copenhagen Kastrup Airport,Copenhagen,Capital-Region,DK,55.61790085,12.65600014,Europe/Copenhagen,EGPH,EDI,Edinburgh,Edinburgh,Edinburgh,55.95,-3.372499,GB,1.14,01:55:00,79320.61681672452,1004.0584407180319
EKCH,CPH,Copenhagen Kastrup Airport,Copenhagen,Capital-Region,DK,55.61790085,12.65600014,Europe/Copenhagen,LFSB,BSL,Euro Basel-Mulhouse-Freiburg,B?le/Mulhouse,Euro Basel-Mulhouse-Freiburg,47.5896,7.52991,FR,0.71,01:50:00,75886.60761371476,960.5899697938577
EKCH,CPH,Copenhagen Kastrup Airport,Copenhagen,Capital-Region,DK,55.61790085,12.65600014,Europe/Copenhagen,LFLL,LYS,Lyon Saint-Exup?ry,Lyon,Saint-Exup?ry,45.7264,5.090829,FR,0.43,02:10:00,96516.34573457146,1221.7258953743221
EKCH,CPH,Copenhagen Kastrup Airport,Copenhagen,Capital-Region,DK,55.61790085,12.65600014,Europe/Copenhagen,LFBD,BOD,Bordeaux-M?rignac,Bordeaux/M?rignac,Bordeaux-M?rignac,44.8283,-0.715556,FR,0.29,02:40:00,120694.94804954084,1527.7841525258334
EKCH,CPH,Copenhagen Kastrup Airport,Copenhagen,Capital-Region,DK,55.61790085,12.65600014,Europe/Copenhagen,EGGD,BRS,Bristol,Bristol,Bristol,51.3827,-2.719089,GB,0.29,02:05:00,88537.00492162764,1120.7215812864258
ELLX,LUX,Luxembourg-Findel International Airport,Luxembourg,Luxembourg,LU,49.62659836,6.211520195,Europe/Luxembourg,LPPR,OPO,Francisco de S? Carneiro,Porto,Francisco de S? Carneiro,41.2481,-8.681389,PT,5.43,02:30:00,117473.77974078376,1487.0098701365034
ELLX,LUX,Luxembourg-Findel International Airport,Luxembourg,Luxembourg,LU,49.62659836,6.211520195,Europe/Luxembourg,LIMC,MXP,Malpensa,Milan,Malpensa,45.6306,8.72811,IT,3.45,01:15:00,38141.306039758034,482.8013422754181
ELLX,LUX,Luxembourg-Findel International Airport,Luxembourg,Luxembourg,LU,49.62659836,6.211520195,Europe/Luxembourg,LPPT,LIS,Lisbon Portela,Lisbon,Portela,38.7813,-9.135919,PT,3.43,02:55:00,135351.50430749584,1713.3101811075421
EPKK,KRK,John Paul II International Airport Krak?w-Balice Airport,Krak?w,Lesser-Poland-Voivodeship,PL,50.07770157,19.78479958,Europe/Warsaw,EGGW,LTN,London Luton,London,Luton,51.8747,-0.368333,GB,2.86,02:30:00,112557.33038507095,1424.77633398824
EPKK,KRK,John Paul II International Airport Krak?w-Balice Airport,Krak?w,Lesser-Poland-Voivodeship,PL,50.07770157,19.78479958,Europe/Warsaw,EGCC,MAN,Manchester,Manchester,Manchester,53.3537,-2.27495,GB,1.71,02:45:00,123296.7342455791,1560.7181550073303
EPKK,KRK,John Paul II International Airport Krak?w-Balice Airport,Krak?w,Lesser-Poland-Voivodeship,PL,50.07770157,19.78479958,Europe/Warsaw,LFPG,CDG,Charles de Gaulle,Paris,Charles de Gaulle,49.0128,2.549999,FR,1.71,02:20:00,98756.15173223818,1250.0778700283315
EPKK,KRK,John Paul II International Airport Krak?w-Balice Airport,Krak?w,Lesser-Poland-Voivodeship,PL,50.07770157,19.78479958,Europe/Warsaw,EGKK,LGW,London Gatwick,London,Gatwick,51.1481,-0.190277,GB,1.57,02:35:00,111741.84038657461,1414.4536757794253
EPKK,KRK,John Paul II International Airport Krak?w-Balice Airport,Krak?w,Lesser-Poland-Voivodeship,PL,50.07770157,19.78479958,Europe/Warsaw,EGGD,BRS,Bristol,Bristol,Bristol,51.3827,-2.719089,GB,1.43,02:40:00,125544.31771747526,1589.1685787022186
EPKK,KRK,John Paul II International Airport Krak?w-Balice Airport,Krak?w,Lesser-Poland-Voivodeship,PL,50.07770157,19.78479958,Europe/Warsaw,EGPH,EDI,Edinburgh,Edinburgh,Edinburgh,55.95,-3.372499,GB,1.14,02:50:00,132389.63004187268,1675.8181017958566
ESSA,ARN,Stockholm-Arlanda Airport,Stockholm,Stockholm,SE,59.65190125,17.91860008,Europe/Stockholm,EDDB,BER,Berlin Brandenburg,Berlin,Brandenburg,52.35139,13.493889,DE,3.23,01:35:00,67678.70130237969,856.69242154911
ESSA,ARN,Stockholm-Arlanda Airport,Stockholm,Stockholm,SE,59.65190125,17.91860008,Europe/Stockholm,LSGG,GVA,Geneva Cointrin,Geneva,Cointrin,46.2381,6.10895,CH,2.43,02:45:00,133109.279654708,1684.927590565924
GCFV,FUE,Fuerteventura Airport,Fuerteventura Island,Canary-Islands,ES,28.45269966,-13.86380005,Atlantic/Canary,EGCC,MAN,Manchester,Manchester,Manchester,53.3537,-2.27495,GB,2.29,04:20:00,230997.6358183396,2924.020706561261
GCFV,FUE,Fuerteventura Airport,Fuerteventura Island,Canary-Islands,ES,28.45269966,-13.86380005,Atlantic/Canary,EGKK,LGW,London Gatwick,London,Gatwick,51.1481,-0.190277,GB,1.71,04:10:00,218687.2265097438,2768.1927406296686
GCFV,FUE,Fuerteventura Airport,Fuerteventura Island,Canary-Islands,ES,28.45269966,-13.86380005,Atlantic/Canary,EGPH,EDI,Edinburgh,Edinburgh,Edinburgh,55.95,-3.372499,GB,1.14,04:40:00,250173.26528473615,3166.750193477673
GCFV,FUE,Fuerteventura Airport,Fuerteventura Island,Canary-Islands,ES,28.45269966,-13.86380005,Atlantic/Canary,EGGD,BRS,Bristol,Bristol,Bristol,51.3827,-2.719089,GB,1.0,04:00:00,214191.82224833567,2711.2888892194387
GCFV,FUE,Fuerteventura Airport,Fuerteventura Island,Canary-Islands,ES,28.45269966,-13.86380005,Atlantic/Canary,EHAM,AMS,Amsterdam Schiphol,Amsterdam,Schiphol,52.3086,4.763889,NL,0.71,04:35:00,242137.78643383944,3065.0352713144234
GCFV,FUE,Fuerteventura Airport,Fuerteventura Island,Canary-Islands,ES,28.45269966,-13.86380005,Atlantic/Canary,EDDB,BER,Berlin Brandenburg,Berlin,Brandenburg,52.35139,13.493889,DE,0.71,05:00:00,275363.7800969103,3485.6174695811433
GCFV,FUE,Fuerteventura Airport,Fuerteventura Island,Canary-Islands,ES,28.45269966,-13.86380005,Atlantic/Canary,EGGW,LTN,London Luton,London,Luton,51.8747,-0.368333,GB,0.57,04:15:00,223792.9762771211,2832.8224845205204
GCFV,FUE,Fuerteventura Airport,Fuerteventura Island,Canary-Islands,ES,28.45269966,-13.86380005,Atlantic/Canary,LFLL,LYS,Lyon Saint-Exup?ry,Lyon,Saint-Exup?ry,45.7264,5.090829,FR,0.43,03:50:00,200584.6605411053,2539.046335963358
GCFV,FUE,Fuerteventura Airport,Fuerteventura Island,Canary-Islands,ES,28.45269966,-13.86380005,Atlantic/Canary,LFSB,BSL,Euro Basel-Mulhouse-Freiburg,B?le/Mulhouse,Euro Basel-Mulhouse-Freiburg,47.5896,7.52991,FR,0.29,04:10:00,222488.12704310278,2816.305405608896
GCFV,FUE,Fuerteventura Airport,Fuerteventura Island,Canary-Islands,ES,28.45269966,-13.86380005,Atlantic/Canary,LSGG,GVA,Geneva Cointrin,Geneva,Cointrin,46.2381,6.10895,CH,0.29,03:55:00,208222.3688995192,2635.726188601509
GCFV,FUE,Fuerteventura Airport,Fuerteventura Island,Canary-Islands,ES,28.45269966,-13.86380005,Atlantic/Canary,LIMC,MXP,Malpensa,Milan,Malpensa,45.6306,8.72811,IT,0.29,04:00:00,217389.16907514294,2751.761633862569
GCFV,FUE,Fuerteventura Airport,Fuerteventura Island,Canary-Islands,ES,28.45269966,-13.86380005,Atlantic/Canary,LFPG,CDG,Charles de Gaulle,Paris,Charles de Gaulle,49.0128,2.549999,FR,0.29,04:10:00,211630.27744476317,2678.864271452698
GCFV,FUE,Fuerteventura Airport,Fuerteventura Island,Canary-Islands,ES,28.45269966,-13.86380005,Atlantic/Canary,LPPT,LIS,Lisbon Portela,Lisbon,Portela,38.7813,-9.135919,PT,0.14,02:18:00,96873.15468499144,1226.2424643669804
GCLP,LPA,Gran Canaria Airport,Gran Canaria Island,Canary-Islands,ES,27.93190002,-15.38659954,Atlantic/Canary,EHAM,AMS,Amsterdam Schiphol,Amsterdam,Schiphol,52.3086,4.763889,NL,2.86,04:35:00,251356.65183318465,3181.729770040312
GCLP,LPA,Gran Canaria Airport,Gran Canaria Island,Canary-Islands,ES,27.93190002,-15.38659954,Atlantic/Canary,EGKK,LGW,London Gatwick,London,Gatwick,51.1481,-0.190277,GB,2.29,04:15:00,227252.46745416036,2876.613512077979
GCLP,LPA,Gran Canaria Airport,Gran Canaria Island,Canary-Islands,ES,27.93190002,-15.38659954,Atlantic/Canary,EDDB,BER,Berlin Brandenburg,Berlin,Brandenburg,52.35139,13.493889,DE,1.43,05:05:00,285632.5918472312,3615.602428445965
GCLP,LPA,Gran Canaria Airport,Gran Canaria Island,Canary-Islands,ES,27.93190002,-15.38659954,Atlantic/Canary,LPPT,LIS,Lisbon Portela,Lisbon,Portela,38.7813,-9.135919,PT,1.0,02:15:00,105518.79434263527,1335.6809410460162
GCLP,LPA,Gran Canaria Airport,Gran Canaria Island,Canary-Islands,ES,27.93190002,-15.38659954,Atlantic/Canary,EGGD,BRS,Bristol,Bristol,Bristol,51.3827,-2.719089,GB,0.71,04:05:00,222162.11294661555,2812.178644893868
GCLP,LPA,Gran Canaria Airport,Gran Canaria Island,Canary-Islands,ES,27.93190002,-15.38659954,Atlantic/Canary,EGPF,GLA,Glasgow,Glasgow,Glasgow,55.8719,-4.43306,GB,0.71,04:50:00,254758.12574782743,3224.7864018712335
GCLP,LPA,Gran Canaria Airport,Gran Canaria Island,Canary-Islands,ES,27.93190002,-15.38659954,Atlantic/Canary,EGGW,LTN,London Luton,London,Luton,51.8747,-0.368333,GB,0.57,04:20:00,232182.72342010328,2939.0218154443455
GCLP,LPA,Gran Canaria Airport,Gran Canaria Island,Canary-Islands,ES,27.93190002,-15.38659954,Atlantic/Canary,EGAA,BFS,Belfast,Belfast,Belfast,54.6575,-6.215829,GB,0.43,04:40:00,241741.814112546,3060.0229634499497
GCLP,LPA,Gran Canaria Airport,Gran Canaria Island,Canary-Islands,ES,27.93190002,-15.38659954,Atlantic/Canary,LFSB,BSL,Euro Basel-Mulhouse-Freiburg,B?le/Mulhouse,Euro Basel-Mulhouse-Freiburg,47.5896,7.52991,FR,0.29,04:20:00,233081.43299777253,2950.3978860477537
GCLP,LPA,Gran Canaria Airport,Gran Canaria Island,Canary-Islands,ES,27.93190002,-15.38659954,Atlantic/Canary,LSGG,GVA,Geneva Cointrin,Geneva,Cointrin,46.2381,6.10895,CH,0.14,04:10:00,218926.83576545076,2771.225769182921
GCRR,ACE,Lanzarote Airport,Lanzarote Island,Canary-Islands,ES,28.94549942,-13.60519981,Atlantic/Canary,EGCC,MAN,Manchester,Manchester,Manchester,53.3537,-2.27495,GB,4.43,04:20:00,226303.23229486635,2864.597877150207
GCRR,ACE,Lanzarote Airport,Lanzarote Island,Canary-Islands,ES,28.94549942,-13.60519981,Atlantic/Canary,EGKK,LGW,London Gatwick,London,Gatwick,51.1481,-0.190277,GB,3.57,04:05:00,213945.26216000505,2708.167875443102
GCRR,ACE,Lanzarote Airport,Lanzarote Island,Canary-Islands,ES,28.94549942,-13.60519981,Atlantic/Canary,EGGD,BRS,Bristol,Bristol,Bristol,51.3827,-2.719089,GB,1.86,04:00:00,209481.62461082637,2651.6661343142578
GCRR,ACE,Lanzarote Airport,Lanzarote Island,Canary-Islands,ES,28.94549942,-13.60519981,Atlantic/Canary,EHAM,AMS,Amsterdam Schiphol,Amsterdam,Schiphol,52.3086,4.763889,NL,1.71,04:25:00,237383.61681372472,3004.85590903449
GCRR,ACE,Lanzarote Airport,Lanzarote Island,Canary-Islands,ES,28.94549942,-13.60519981,Atlantic/Canary,EGPH,EDI,Edinburgh,Edinburgh,Edinburgh,55.95,-3.372499,GB,1.43,04:35:00,245531.51352386805,3107.993842074279
GCRR,ACE,Lanzarote Airport,Lanzarote Island,Canary-Islands,ES,28.94549942,-13.60519981,Atlantic/Canary,EGGW,LTN,London Luton,London,Luton,51.8747,-0.368333,GB,1.29,04:10:00,219058.2001049678,2772.888608923643
GCRR,ACE,Lanzarote Airport,Lanzarote Island,Canary-Islands,ES,28.94549942,-13.60519981,Atlantic/Canary,EDDB,BER,Berlin Brandenburg,Berlin,Brandenburg,52.35139,13.493889,DE,0.71,05:00:00,270656.5526233659,3426.0323116881755
GCRR,ACE,Lanzarote Airport,Lanzarote Island,Canary-Islands,ES,28.94549942,-13.60519981,Atlantic/Canary,LFPG,CDG,Charles de Gaulle,Paris,Charles de Gaulle,49.0128,2.549999,FR,0.71,04:05:00,206880.04142646416,2618.734701600812
GCRR,ACE,Lanzarote Airport,Lanzarote Island,Canary-Islands,ES,28.94549942,-13.60519981,Atlantic/Canary,EGAA,BFS,Belfast,Belfast,Belfast,54.6575,-6.215829,GB,0.57,04:25:00,230472.95757346047,2917.379209790639
GCRR,ACE,Lanzarote Airport,Lanzarote Island,Canary-Islands,ES,28.94549942,-13.60519981,Atlantic/Canary,LFSB,BSL,Euro Basel-Mulhouse-Freiburg,B?le/Mulhouse,Euro Basel-Mulhouse-Freiburg,47.5896,7.52991,FR,0.43,04:05:00,217814.41392471018,2757.1444800596228
GCRR,ACE,Lanzarote Airport,Lanzarote Island,Canary-Islands,ES,28.94549942,-13.60519981,Atlantic/Canary,LFBD,BOD,Bordeaux-M?rignac,Bordeaux/M?rignac,Bordeaux-M?rignac,44.8283,-0.715556,FR,0.43,03:15:00,165754.25978900574,2098.1551872026043
GCRR,ACE,Lanzarote Airport,Lanzarote Island,Canary-Islands,ES,28.94549942,-13.60519981,Atlantic/Canary,LFLL,LYS,Lyon Saint-Exup?ry,Lyon,Saint-Exup?ry,45.7264,5.090829,FR,0.43,03:40:00,195921.43285194872,2480.0181373664395
GCRR,ACE,Lanzarote Airport,Lanzarote Island,Canary-Islands,ES,28.94549942,-13.60519981,Atlantic/Canary,LIMC,MXP,Malpensa,Milan,Malpensa,45.6306,8.72811,IT,0.43,03:55:00,212806.60392727228,2693.754480092054
GCTS,TFS,Tenerife South Airport,Tenerife Island,Canary-Islands,ES,28.04450035,-16.57250023,Atlantic/Canary,EGCC,MAN,Manchester,Manchester,EGCC,53.3537,-2.27495,GB,7.43,04:35:00,240645.35524655605,3046.1437372981777
GCTS,TFS,Tenerife South Airport,Tenerife Island,Canary-Islands,ES,28.04450035,-16.57250023,Atlantic/Canary,EGGD,BRS,Bristol,Bristol,EGGD,51.3827,-2.719089,GB,2.71,04:15:00,224317.21850583536,2839.458462099182
